alert_code,cse_code,asset_code,severity,category,title,description,created_time,acknowledged_time,closed_time,status,disposition,analyst
ALT-2559,CSE-03,GATEWAY-DMZ-01,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Time-delay SQL injection signature matched in asset query request,2026-07-09T10:52:00+05:30,2026-07-09T11:00:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-2560,CSE-01,RTU-SUB-01,HIGH,brute-force,SSH credential brute force against engineering server,Burst of failed authentication handshakes targeting remote access console,2026-07-17T04:43:00+05:30,2026-07-17T04:56:00+05:30,,IN_PROGRESS,,P. Nair
ALT-2561,CSE-05,GATEWAY-DMZ-01,MEDIUM,port-scan,Sequential port scan against historian server,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-30T09:08:00+05:30,2026-07-30T09:24:00+05:30,2026-07-30T12:54:00+05:30,CLOSED,Source IP null-routed at edge firewall,K. Rao
ALT-2562,CSE-05,ENG-WRK-07,HIGH,credential-stuffing,Distributed account takeover attempts across operator accounts,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-12T05:58:00+05:30,2026-07-12T06:00:00+05:30,,IN_PROGRESS,,P. Nair
ALT-2563,CSE-01,PL-PLC-09,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Web application firewall flagged embedded script tags in input fields,2026-07-20T09:09:00+05:30,2026-07-20T09:27:00+05:30,2026-07-20T10:14:00+05:30,RESOLVED,Compromised host isolated and imaged,R. Iyer
ALT-2564,CSE-04,TR-OPS-14,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-19T14:55:00+05:30,2026-07-19T15:06:00+05:30,2026-07-19T20:21:00+05:30,CLOSED,Source IP null-routed at edge firewall,P. Nair
ALT-2565,CSE-03,,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-31T19:55:00+05:30,2026-07-31T20:09:00+05:30,2026-07-31T22:24:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,K. Rao
ALT-2566,CSE-07,ENG-WRK-07,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-11T00:58:00+05:30,2026-07-11T01:08:00+05:30,,IN_PROGRESS,,
ALT-2567,CSE-03,RTU-SUB-05,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-16T16:59:00+05:30,2026-07-16T17:17:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-2568,CSE-01,GATEWAY-DMZ-01,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Automated login attempts observed across multiple accounts,2026-08-06T23:07:00+05:30,2026-08-06T23:18:00+05:30,2026-08-07T04:17:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,P. Nair
ALT-2569,CSE-04,EN-SCADA-02,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Web application firewall flagged embedded script tags in input fields,2026-08-01T11:12:00+05:30,2026-08-01T11:35:00+05:30,2026-08-01T18:04:00+05:30,RESOLVED,Compromised host isolated and imaged,S. Verma
ALT-2570,CSE-02,PL-PLC-09,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-19T21:46:00+05:30,2026-07-19T21:53:00+05:30,2026-07-20T04:14:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,A. Sharma
ALT-2571,CSE-03,RTU-SUB-01,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-19T23:51:00+05:30,2026-07-20T00:02:00+05:30,2026-07-20T08:30:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,P. Nair
ALT-2572,CSE-01,EN-SCADA-04,LOW,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Malicious byte sequence designed to trigger stack corruption detected,2026-08-01T05:58:00+05:30,2026-08-01T06:13:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2573,CSE-02,TR-OPS-14,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-14T15:41:00+05:30,2026-07-14T16:05:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-2574,CSE-01,,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,Coordinated brute-force replay utilizing breached username/password pairs,2026-08-06T00:17:00+05:30,,,OPEN,,S. Verma
ALT-2575,CSE-02,PL-PLC-09,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-08-05T02:25:00+05:30,2026-08-05T02:47:00+05:30,2026-08-05T10:29:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,P. Nair
ALT-2576,CSE-04,GATEWAY-DMZ-01,HIGH,brute-force,Repeated authentication failures on SCADA gateway,Burst of failed authentication handshakes targeting remote access console,2026-07-25T02:46:00+05:30,,,OPEN,,
ALT-2577,CSE-05,PL-PLC-12,HIGH,brute-force,Multiple RDP failed logons on historian node,Burst of failed authentication handshakes targeting remote access console,2026-07-19T11:01:00+05:30,2026-07-19T11:25:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-2578,CSE-03,TR-OPS-14,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-15T17:40:00+05:30,,,OPEN,,
ALT-2579,CSE-03,HIST-SRV-01,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-23T12:15:00+05:30,2026-07-23T12:38:00+05:30,2026-07-23T15:17:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,P. Nair
ALT-2580,CSE-03,PL-PLC-12,CRITICAL,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-18T08:16:00+05:30,2026-07-18T08:24:00+05:30,,ACKNOWLEDGED,,
ALT-2581,CSE-01,PL-PLC-09,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Sequential low-byte TCP connections observed across multiple ports,2026-07-25T05:03:00+05:30,2026-07-25T05:22:00+05:30,,IN_PROGRESS,,K. Rao
ALT-2582,CSE-01,EN-SCADA-02,MEDIUM,port-scan,Sequential port scan against historian server,Sequential low-byte TCP connections observed across multiple ports,2026-07-13T09:43:00+05:30,2026-07-13T09:59:00+05:30,2026-07-13T16:57:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,K. Rao
ALT-2583,CSE-03,,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Time-delay SQL injection signature matched in asset query request,2026-07-08T13:24:00+05:30,2026-07-08T13:39:00+05:30,,IN_PROGRESS,,
ALT-2584,CSE-01,RTU-SUB-05,HIGH,sql-injection,Malformed query string on engineering portal,Time-delay SQL injection signature matched in asset query request,2026-08-05T05:56:00+05:30,,,OPEN,,R. Iyer
ALT-2585,CSE-04,PL-PLC-12,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Web application firewall flagged embedded script tags in input fields,2026-07-24T10:11:00+05:30,2026-07-24T10:22:00+05:30,2026-07-24T13:40:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,K. Rao
ALT-2586,CSE-04,PL-PLC-12,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Traffic contained a known exploit signature targeting unpatched software,2026-07-12T04:27:00+05:30,,,OPEN,,
ALT-2587,CSE-07,,LOW,sql-injection,Blind SQL injection heuristic triggered on API gateway,Time-delay SQL injection signature matched in asset query request,2026-07-12T17:53:00+05:30,2026-07-12T18:15:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-2588,CSE-04,HIST-SRV-01,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,Inbound byte volume exceeded baseline by over 500%,2026-07-09T22:20:00+05:30,2026-07-09T22:33:00+05:30,,IN_PROGRESS,,
ALT-2589,CSE-03,,MEDIUM,port-scan,Sequential port scan against historian server,Sequential low-byte TCP connections observed across multiple ports,2026-07-14T10:24:00+05:30,2026-07-14T10:36:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-2590,CSE-04,RTU-SUB-05,MEDIUM,port-scan,SYN sweep detected across substation network segment,Sequential low-byte TCP connections observed across multiple ports,2026-07-13T07:35:00+05:30,2026-07-13T07:49:00+05:30,2026-07-13T16:07:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,P. Nair
ALT-2591,CSE-07,,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Periodic low-volume outbound connections at fixed intervals,2026-07-14T03:59:00+05:30,,,OPEN,,
ALT-2592,CSE-02,TR-OPS-03,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Persistent TLS session established to unclassified external endpoint,2026-07-28T01:50:00+05:30,2026-07-28T02:11:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-2593,CSE-03,EN-SCADA-01,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,HTTP request to internal web portal contained SQL injection syntax,2026-07-26T20:28:00+05:30,2026-07-26T20:31:00+05:30,2026-07-26T22:17:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,
ALT-2594,CSE-03,EN-SCADA-01,HIGH,xss,Stored XSS pattern detected in system event log comments,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-08-05T06:31:00+05:30,,,OPEN,,
ALT-2595,CSE-07,RTU-SUB-01,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-25T15:38:00+05:30,2026-07-25T15:57:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-2596,CSE-01,EN-SCADA-01,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Union-based SELECT payload identified in user parameter field,2026-07-15T15:54:00+05:30,,,OPEN,,
ALT-2597,CSE-03,RTU-SUB-01,LOW,credential-stuffing,Automated credential replay attacking telemetry API,Automated login attempts observed across multiple accounts,2026-08-02T04:32:00+05:30,2026-08-02T04:46:00+05:30,2026-08-02T09:17:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,P. Nair
ALT-2598,CSE-04,,CRITICAL,port-scan,SYN sweep detected across substation network segment,Sequential low-byte TCP connections observed across multiple ports,2026-07-30T18:30:00+05:30,,,OPEN,,P. Nair
ALT-2599,CSE-01,EN-SCADA-01,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-21T23:57:00+05:30,2026-07-22T00:16:00+05:30,2026-07-22T04:13:00+05:30,CLOSED,Source IP null-routed at edge firewall,S. Verma
ALT-2600,CSE-03,EN-SCADA-02,HIGH,xss,Stored XSS pattern detected in system event log comments,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-08-04T10:33:00+05:30,2026-08-04T10:57:00+05:30,2026-08-04T17:30:00+05:30,RESOLVED,Compromised host isolated and imaged,P. Nair
ALT-2601,CSE-01,TR-OPS-03,MEDIUM,xss,Cross-site scripting vector identified in operator console,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-07-21T10:10:00+05:30,2026-07-21T10:28:00+05:30,2026-07-21T17:17:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,R. Iyer
ALT-2602,CSE-02,,CRITICAL,sql-injection,Malformed query string on engineering portal,Union-based SELECT payload identified in user parameter field,2026-08-04T22:27:00+05:30,2026-08-04T22:35:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-2603,CSE-04,PL-PLC-12,MEDIUM,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Malicious byte sequence designed to trigger stack corruption detected,2026-07-13T00:57:00+05:30,2026-07-13T01:00:00+05:30,2026-07-13T03:48:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,P. Nair
ALT-2604,CSE-07,TR-OPS-14,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Traffic contained a known exploit signature targeting unpatched software,2026-08-02T07:31:00+05:30,2026-08-02T07:51:00+05:30,2026-08-02T16:30:00+05:30,RESOLVED,Compromised host isolated and imaged,A. Sharma
ALT-2605,CSE-07,PL-PLC-09,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Time-delay SQL injection signature matched in asset query request,2026-08-04T17:20:00+05:30,2026-08-04T17:38:00+05:30,,IN_PROGRESS,,P. Nair
ALT-2606,CSE-04,RTU-SUB-01,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-28T17:52:00+05:30,2026-07-28T17:58:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-2607,CSE-05,HIST-SRV-01,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-18T00:38:00+05:30,2026-07-18T00:46:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-2608,CSE-07,HIST-SRV-01,MEDIUM,credential-stuffing,Automated credential replay attacking telemetry API,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-16T05:28:00+05:30,2026-07-16T05:47:00+05:30,2026-07-16T11:43:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,S. Verma
ALT-2609,CSE-05,,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Command-and-control beacon signature matched in egress traffic,2026-07-27T08:36:00+05:30,,,OPEN,,
ALT-2610,CSE-01,GATEWAY-DMZ-01,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-20T06:51:00+05:30,2026-07-20T07:02:00+05:30,,ACKNOWLEDGED,,
ALT-2611,CSE-03,TR-OPS-14,HIGH,brute-force,SSH credential brute force against engineering server,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-08-01T18:21:00+05:30,,,OPEN,,
ALT-2612,CSE-04,TR-OPS-03,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-18T22:46:00+05:30,2026-07-18T23:10:00+05:30,2026-07-19T04:25:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,P. Nair
ALT-2613,CSE-04,,LOW,credential-stuffing,High-volume login attempts using leaked credentials,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-19T13:46:00+05:30,2026-07-19T14:07:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-2614,CSE-02,ENG-WRK-07,MEDIUM,xss,Suspicious script payload in web form submission,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-28T13:28:00+05:30,2026-07-28T13:51:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-2615,CSE-02,PL-PLC-09,MEDIUM,port-scan,SYN sweep detected across substation network segment,Half-open SYN packets rapidly received across 1-1024 port range,2026-08-02T11:12:00+05:30,2026-08-02T11:18:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-2616,CSE-05,RTU-SUB-05,HIGH,brute-force,Multiple RDP failed logons on historian node,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-09T22:52:00+05:30,2026-07-09T23:04:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-2617,CSE-01,HIST-SRV-01,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Malicious byte sequence designed to trigger stack corruption detected,2026-07-11T10:51:00+05:30,2026-07-11T11:09:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-2618,CSE-02,EN-SCADA-04,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Union-based SELECT payload identified in user parameter field,2026-07-12T07:40:00+05:30,2026-07-12T07:49:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-2619,CSE-07,ENG-WRK-02,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,WAF detected bot-driven authentication cycling from rotating source IPs,2026-08-01T06:41:00+05:30,2026-08-01T07:00:00+05:30,2026-08-01T07:35:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,
ALT-2620,CSE-03,,MEDIUM,xss,Suspicious script payload in web form submission,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-07-22T17:47:00+05:30,2026-07-22T17:52:00+05:30,2026-07-23T01:07:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,K. Rao
ALT-2621,CSE-07,HIST-SRV-01,HIGH,brute-force,Multiple RDP failed logons on historian node,Burst of failed authentication handshakes targeting remote access console,2026-07-28T09:55:00+05:30,2026-07-28T09:58:00+05:30,2026-07-28T15:43:00+05:30,RESOLVED,Compromised host isolated and imaged,A. Sharma
ALT-2622,CSE-03,EN-SCADA-04,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-08T11:15:00+05:30,,,OPEN,,
ALT-2623,CSE-02,,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-27T22:38:00+05:30,,,OPEN,,
ALT-2624,CSE-02,EN-SCADA-01,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Traffic contained a known exploit signature targeting unpatched software,2026-07-11T11:15:00+05:30,,,OPEN,,S. Verma
ALT-2625,CSE-05,EN-SCADA-04,CRITICAL,xss,Cross-site scripting vector identified in operator console,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-08-05T19:36:00+05:30,2026-08-05T19:51:00+05:30,2026-08-06T01:44:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,P. Nair
ALT-2626,CSE-07,TR-OPS-03,HIGH,brute-force,Multiple RDP failed logons on historian node,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-08-03T18:53:00+05:30,,,OPEN,,
ALT-2627,CSE-01,ENG-WRK-07,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Half-open SYN packets rapidly received across 1-1024 port range,2026-08-04T17:46:00+05:30,,,OPEN,,P. Nair
ALT-2628,CSE-04,GATEWAY-DMZ-01,HIGH,brute-force,Multiple RDP failed logons on historian node,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-14T08:12:00+05:30,2026-07-14T08:31:00+05:30,2026-07-14T13:59:00+05:30,RESOLVED,Compromised host isolated and imaged,A. Sharma
ALT-2629,CSE-03,ENG-WRK-07,HIGH,brute-force,Multiple RDP failed logons on historian node,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-13T17:51:00+05:30,,,OPEN,,K. Rao
ALT-2630,CSE-04,EN-SCADA-04,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-23T18:49:00+05:30,2026-07-23T19:04:00+05:30,,ACKNOWLEDGED,,
ALT-2631,CSE-05,TR-OPS-14,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Union-based SELECT payload identified in user parameter field,2026-07-16T23:30:00+05:30,,,OPEN,,K. Rao
